avg_rating,budget,popularity,revenue,runtime,vote_average,vote_count
3.92093023255814,30000000,High,373554033.0,81.0,7.7,5415.0
3.4318181818181817,65000000,Medium,262797249.0,104.0,6.9,2413.0
3.2596153846153846,0,Medium,0.0,101.0,6.5,92.0
2.357142857142857,16000000,Low,81452156.0,127.0,6.1,34.0
3.071428571428572,0,Low,76578911.0,106.0,5.7,173.0
3.946078431372549,60000000,Medium,187436818.0,170.0,7.7,1886.0
3.185185185185185,58000000,Low,0.0,127.0,6.2,141.0
2.875,0,Low,0.0,97.0,5.4,45.0
3.125,35000000,Low,64350171.0,106.0,5.5,174.0
3.496212121212121,58000000,Medium,352194034.0,130.0,6.6,1194.0
3.6714285714285713,62000000,Low,107879496.0,106.0,6.5,199.0
2.421052631578948,0,Low,0.0,88.0,5.7,210.0
3.125,0,Medium,11348324.0,78.0,7.1,423.0
3.8333333333333335,44000000,Low,13681765.0,192.0,7.1,72.0
3.0,98000000,Low,10017322.0,119.0,5.7,137.0
3.926829268292683,52000000,Medium,116112375.0,178.0,7.8,1343.0
3.776119402985074,16500000,Medium,135000000.0,136.0,7.2,364.0
3.7,4000000,Low,4300000.0,98.0,6.5,539.0
2.727272727272727,30000000,Low,212385533.0,90.0,6.1,1128.0
2.5,60000000,Low,35431113.0,103.0,5.4,224.0
3.49438202247191,30250000,Medium,115101622.0,105.0,6.4,305.0
3.2222222222222223,0,Medium,0.0,124.0,6.5,199.0
3.125,50000000,Medium,30303072.0,132.0,6.0,394.0
3.125,0,Medium,0.0,111.0,6.3,143.0
3.625,3600000,Medium,49800000.0,112.0,7.1,365.0
3.5,0,Low,0.0,123.0,7.0,33.0
3.333333333333333,12000000,Low,27400000.0,100.0,6.6,91.0
4.227272727272728,0,Low,0.0,104.0,7.4,36.0
4.0131578947368425,18000000,Low,1738611.0,108.0,7.6,308.0
3.0,0,Low,0.0,108.0,6.5,17.0
3.1842105263157894,0,Low,180000000.0,99.0,6.4,249.0
3.983050847457627,29500000,Medium,168840000.0,129.0,7.4,2470.0
3.65234375,30000000,Medium,254134910.0,89.0,6.0,756.0
3.835820895522388,11000000,Low,39363635.0,122.0,7.3,350.0
2.125,0,Low,0.0,101.0,6.1,149.0
3.293269230769231,12000000,Low,0.0,97.0,6.9,828.0
4.25,0,Low,676525.0,106.0,6.7,13.0
3.7,0,Low,0.0,104.0,6.9,50.0
3.0,10000000,Low,0.0,119.0,6.6,80.0
3.1875,19000000,Medium,0.0,117.0,6.3,30.0
2.5434782608695654,18000000,Medium,122195920.0,101.0,5.4,452.0
3.3125,20000000,Medium,21284514.0,106.0,6.7,177.0
3.066666666666667,10000000,Low,23574130.0,116.0,6.5,38.0
3.975369458128079,33000000,Medium,327311859.0,127.0,8.1,5915.0
3.147058823529412,55000000,Medium,346079773.0,81.0,6.7,1509.0
3.0,0,Low,0.0,96.0,5.9,10.0
4.237745098039215,6000000,Medium,23341568.0,106.0,8.1,3334.0
3.4642857142857144,15000000,Medium,6700000.0,95.0,6.7,145.0
5.0,0,Low,0.0,116.0,7.7,11.0
2.333333333333333,0,Low,0.0,100.0,5.2,41.0
4.0,0,Low,0.0,115.0,6.1,15.0
3.0625,0,Low,17519169.0,103.0,6.3,39.0
4.027027027027027,0,Medium,0.0,108.0,7.6,181.0
3.235294117647059,45000000,Medium,0.0,96.0,5.9,136.0
3.75,20000000,Low,0.0,101.0,5.8,65.0
3.70625,0,Low,106269971.0,137.0,6.9,115.0
2.7142857142857144,0,Medium,0.0,89.0,6.2,192.0
2.2,0,Low,0.0,96.0,4.5,14.0
2.532258064516129,15000000,Low,0.0,88.0,4.4,110.0
2.5,0,Low,2409225.0,92.0,2.8,32.0
3.4,0,Low,0.0,95.0,6.0,43.0
3.775,3500000,Medium,28215918.0,91.0,7.0,513.0
3.5090909090909093,19000000,Medium,25836616.0,108.0,6.9,1644.0
1.7,50000000,Low,11534477.0,91.0,4.1,54.0
3.2142857142857144,0,Low,718490.0,96.0,7.0,36.0
3.4615384615384617,0,Low,0.0,175.0,6.6,8.0
4.0,0,Medium,19030691.0,87.0,5.1,27.0
2.2,15000000,Low,2042530.0,90.0,3.9,16.0
3.4,20000000,Medium,5781885.0,108.0,6.1,154.0
4.0,0,Low,0.0,70.0,7.3,3.0
3.333333333333333,0,Low,0.0,111.0,6.1,74.0
2.764705882352941,44000000,Low,0.0,118.0,5.5,91.0
4.0,0,Low,0.0,85.0,7.5,20.0
3.107142857142857,8000000,Low,529766.0,116.0,6.7,87.0
3.875,900000,Low,0.0,102.0,7.2,26.0
3.0,0,Low,0.0,115.0,4.5,2.0
3.857142857142857,0,Low,0.0,118.0,6.3,17.0
3.966666666666667,38000000,Low,10300000.0,129.0,6.3,86.0
2.5,16000000,Low,0.0,88.0,5.1,59.0
3.15625,0,Low,32.0,87.0,6.0,124.0
3.25,8169363,Low,8175346.0,90.0,6.1,190.0
2.625,47000000,Medium,12379402.0,104.0,5.7,77.0
2.833333333333333,14000000,Low,19800000.0,100.0,4.5,113.0
3.95,0,Low,0.0,112.0,6.6,103.0
3.023809523809524,50000000,Medium,150270147.0,108.0,5.7,459.0
3.5,0,Low,0.0,99.0,7.5,6.0
3.9,3000000,Medium,0.0,98.0,7.9,695.0
5.0,0,Low,0.0,106.0,6.8,4.0
2.7857142857142856,0,Low,0.0,111.0,6.0,67.0
3.782608695652174,7000000,Low,560069.0,91.0,6.8,285.0
2.4,0,Low,0.0,96.0,3.3,16.0
3.0,18000000,Low,0.0,106.0,5.3,22.0
3.4393939393939394,12000000,Low,41205099.0,92.0,6.5,767.0
3.282608695652174,24000000,Low,182016617.0,135.0,7.3,397.0
4.0,0,Low,0.0,104.0,5.1,5.0
3.326923076923077,0,Low,34327391.0,100.0,6.5,93.0
4.0,0,Low,0.0,95.0,7.0,2.0
4.031645569620253,72000000,High,210000000.0,177.0,7.7,3404.0
4.105769230769231,1300000,Medium,28262574.0,114.0,8.1,2632.0
3.5434782608695654,7500000,Medium,32392047.0,91.0,6.5,245.0
3.333333333333333,35000000,Low,0.0,108.0,5.8,37.0
3.9,0,Low,1.0,117.0,7.3,4.0
3.0,0,Low,0.0,99.0,6.9,19.0
2.5,0,Low,0.0,92.0,5.4,11.0
3.0,25000000,Low,6278139.0,113.0,5.1,7.0
4.0,0,Low,0.0,90.0,7.0,7.0
2.65625,40000000,Low,70100000.0,117.0,5.4,139.0
4.375,0,Low,0.0,102.0,7.9,249.0
3.583333333333333,7000000,Low,14702438.0,92.0,6.3,66.0
2.0,17000000,Low,0.0,95.0,4.4,105.0
3.0,0,Low,0.0,87.0,0.0,0.0
2.0,0,Low,0.0,95.0,7.0,2.0
2.833333333333333,50000000,Medium,9851610.0,95.0,5.1,45.0
2.9516129032258065,0,Low,0.0,92.0,5.6,110.0
3.0,0,Low,209935.0,86.0,3.8,2.0
3.5,60000000,Low,0.0,119.0,5.9,51.0
3.494186046511628,31000000,Low,185260553.0,117.0,6.7,303.0
3.333333333333333,0,Low,0.0,98.0,6.3,23.0
3.2450980392156863,19000000,Low,141407024.0,118.0,6.5,1729.0
3.333333333333333,0,Low,0.0,81.0,5.0,31.0
3.466666666666667,0,Low,0.0,102.0,7.2,472.0
5.0,4000000,Low,851545.0,113.0,6.0,11.0
2.0,0,Low,0.0,105.0,6.5,21.0
3.845771144278607,52000000,Medium,355237933.0,140.0,7.3,1637.0
3.5454545454545454,28000000,Medium,31596911.0,139.0,6.5,151.0
1.5,0,Low,0.0,82.0,6.4,46.0
2.916058394160584,100000000,Medium,336529144.0,121.0,5.2,1529.0
3.875,0,Medium,0.0,101.0,7.3,163.0
2.4166666666666665,0,Low,0.0,100.0,6.4,21.0
3.333333333333333,2000000,Medium,1275000.0,83.0,6.8,28.0
2.863636363636364,11000000,Low,178104.0,91.0,5.9,57.0
2.806451612903226,50000000,Medium,287928194.0,100.0,6.0,1045.0
2.892857142857143,25000000,Low,13071518.0,128.0,6.8,69.0
2.8771929824561404,50000000,Low,152022101.0,109.0,5.0,214.0
3.6359223300970873,53000000,Low,157387195.0,116.0,7.0,508.0
4.205882352941177,0,Low,3174695.0,119.0,7.6,71.0
3.560606060606061,7000000,Low,25405445.0,104.0,6.8,898.0
3.321428571428572,27000000,Low,16140822.0,102.0,6.3,88.0
3.555555555555556,90000000,Medium,366101666.0,128.0,6.9,2094.0
2.833333333333333,0,Low,0.0,80.0,5.6,57.0
3.083333333333333,55000000,Medium,127600435.0,134.0,5.9,319.0
2.4,0,Low,0.0,95.0,5.5,130.0
3.2285714285714286,20000000,Medium,7563728.0,107.0,6.2,406.0
3.8333333333333335,0,Low,0.0,92.0,6.5,19.0
2.679245283018868,25000000,Medium,19075720.0,97.0,5.5,380.0
2.669354838709677,90000000,Low,113493481.0,96.0,5.4,643.0
2.7,0,Low,17014653.0,88.0,4.0,34.0
3.975,1500000,Low,7412216.0,91.0,6.8,280.0
4.307692307692308,500000,Medium,1148752.0,89.0,7.2,64.0
2.75,0,Low,0.0,119.0,5.9,87.0
1.0,0,Low,0.0,100.0,7.0,7.0
1.5,0,Low,15453274.0,95.0,5.5,27.0
3.4027777777777777,6000000,Low,2122561.0,94.0,6.8,400.0
2.264705882352941,15000000,Low,66000000.0,92.0,5.2,153.0
