avg_rating,budget,popularity,revenue,runtime,vote_average,vote_count
3.92093023255814,30000000,21.946943,373554033.0,81.0,7.7,5415.0
3.4318181818181817,65000000,17.015539,262797249.0,104.0,6.9,2413.0
3.2596153846153846,0,11.7129,0.0,101.0,6.5,92.0
2.357142857142857,16000000,3.859495,81452156.0,127.0,6.1,34.0
3.071428571428572,0,8.387519,76578911.0,106.0,5.7,173.0
3.946078431372549,60000000,17.924927,187436818.0,170.0,7.7,1886.0
3.185185185185185,58000000,6.677277,0.0,127.0,6.2,141.0
2.875,0,2.561161,0.0,97.0,5.4,45.0
3.125,35000000,5.23158,64350171.0,106.0,5.5,174.0
3.496212121212121,58000000,14.686036,352194034.0,130.0,6.6,1194.0
3.6714285714285713,62000000,6.318445,107879496.0,106.0,6.5,199.0
2.421052631578948,0,5.430331,0.0,88.0,5.7,210.0
3.125,0,12.140733,11348324.0,78.0,7.1,423.0
3.8333333333333335,44000000,5.092,13681765.0,192.0,7.1,72.0
3.0,98000000,7.284477,10017322.0,119.0,5.7,137.0
3.926829268292683,52000000,10.137389,116112375.0,178.0,7.8,1343.0
3.776119402985074,16500000,10.673167,135000000.0,136.0,7.2,364.0
3.7,4000000,9.026586,4300000.0,98.0,6.5,539.0
2.727272727272727,30000000,8.205448,212385533.0,90.0,6.1,1128.0
2.5,60000000,7.337906,35431113.0,103.0,5.4,224.0
3.49438202247191,30250000,12.669608,115101622.0,105.0,6.4,305.0
3.2222222222222223,0,10.701801,0.0,124.0,6.5,199.0
3.125,50000000,11.065939,30303072.0,132.0,6.0,394.0
3.125,0,12.133094,0.0,111.0,6.3,143.0
3.625,3600000,10.332025,49800000.0,112.0,7.1,365.0
3.5,0,1.845899,0.0,123.0,7.0,33.0
3.333333333333333,12000000,8.681325,27400000.0,100.0,6.6,91.0
4.227272727272728,0,2.228434,0.0,104.0,7.4,36.0
4.0131578947368425,18000000,9.822423,1738611.0,108.0,7.6,308.0
3.0,0,1.100915,0.0,108.0,6.5,17.0
3.1842105263157894,0,9.481338,180000000.0,99.0,6.4,249.0
3.983050847457627,29500000,12.297305,168840000.0,129.0,7.4,2470.0
3.65234375,30000000,14.404764,254134910.0,89.0,6.0,756.0
3.835820895522388,11000000,6.891317,39363635.0,122.0,7.3,350.0
2.125,0,7.777735,0.0,101.0,6.1,149.0
3.293269230769231,12000000,9.882383,0.0,97.0,6.9,828.0
4.25,0,0.894647,676525.0,106.0,6.7,13.0
3.7,0,4.561387,0.0,104.0,6.9,50.0
3.0,10000000,9.87957,0.0,119.0,6.6,80.0
3.1875,19000000,10.979269,0.0,117.0,6.3,30.0
2.5434782608695654,18000000,10.870138,122195920.0,101.0,5.4,452.0
3.3125,20000000,10.448481,21284514.0,106.0,6.7,177.0
3.066666666666667,10000000,4.485958,23574130.0,116.0,6.5,38.0
3.975369458128079,33000000,18.45743,327311859.0,127.0,8.1,5915.0
